595.700	  0.125	  0.110
595.704	  0.130	  0.110
595.708	  0.130	  0.105
595.712	  0.130	  0.100
595.716	  0.125	  0.105
595.720	  0.120	  0.110
595.724	  0.110	  0.100
595.728	  0.100	  0.090
595.732	  0.105	  0.090
595.736	  0.110	  0.090
595.740	  0.110	  0.085
595.744	  0.105	  0.080
595.748	  0.090	  0.085
595.752	  0.075	  0.090
595.756	  0.065	  0.085
595.760	  0.070	  0.080
595.764	  0.090	  0.075
595.768	  0.095	  0.070
595.772	  0.085	  0.070
595.776	  0.070	  0.070
595.780	  0.050	  0.070
595.784	  0.035	  0.065
595.788	  0.025	  0.055
595.792	  0.035	  0.050
595.796	  0.055	  0.050
595.800	  0.060	  0.050
595.804	  0.055	  0.050
595.808	  0.040	  0.050
595.812	  0.025	  0.045
595.816	  0.015	  0.040
595.820	  0.005	  0.045
595.824	  0.015	  0.045
595.828	  0.035	  0.035
595.832	  0.035	  0.030
595.836	  0.020	  0.030
595.840	  0.015	  0.040
595.844	  0.010	  0.050
595.848	 -0.005	  0.040
595.852	 -0.020	  0.030
595.856	 -0.005	  0.025
595.860	  0.010	  0.020
595.864	  0.010	  0.030
595.868	  0.010	  0.040
595.872	 -0.005	  0.030
595.876	 -0.020	  0.020
595.880	 -0.030	  0.020
595.884	 -0.035	  0.020
595.888	 -0.015	  0.025
595.892	  0.000	  0.030
595.896	  0.005	  0.035
595.900	  0.010	  0.040
595.904	  0.000	  0.040
595.908	 -0.010	  0.040
595.912	 -0.015	  0.040
595.916	 -0.015	  0.040
595.920	  0.000	  0.040
595.924	  0.010	  0.040
595.928	  0.010	  0.035
595.932	  0.005	  0.030
595.936	 -0.005	  0.035
595.940	 -0.010	  0.040
595.944	 -0.015	  0.035
595.948	 -0.010	  0.030
595.952	  0.005	  0.035
595.956	  0.000	  0.040
595.960	 -0.015	  0.035
595.964	 -0.025	  0.030
595.968	 -0.035	  0.030
595.972	 -0.040	  0.030
595.976	 -0.040	  0.030
595.980	 -0.040	  0.030
595.984	 -0.035	  0.030
595.988	 -0.030	  0.035
595.992	 -0.035	  0.045
595.996	 -0.040	  0.050
596.000	 -0.040	  0.050
596.004	 -0.030	  0.035
596.008	 -0.020	  0.030
596.012	 -0.025	  0.025
596.016	 -0.030	  0.020
596.020	 -0.035	  0.025
596.024	 -0.040	  0.030
596.028	 -0.045	  0.030
596.032	 -0.050	  0.030
596.036	 -0.040	  0.025
596.040	 -0.030	  0.020
596.044	 -0.025	  0.025
596.048	 -0.020	  0.030
596.052	 -0.035	  0.025
596.056	 -0.050	  0.020
596.060	 -0.055	  0.015
596.064	 -0.055	  0.010
596.068	 -0.035	  0.005
596.072	 -0.020	  0.000
596.076	 -0.020	  0.000
596.080	 -0.020	  0.000
596.084	 -0.025	  0.005
596.088	 -0.030	  0.010
596.092	 -0.035	  0.010
596.096	 -0.035	  0.010
596.100	 -0.020	  0.010
596.104	 -0.010	  0.010
596.108	 -0.005	  0.005
596.112	 -0.005	  0.000
