595.388	 -0.835	  3.695
595.392	 -0.845	  3.685
595.396	 -0.845	  3.700
595.400	 -0.835	  3.700
595.404	 -0.840	  3.695
595.408	 -0.840	  3.695
595.412	 -0.840	  3.695
595.416	 -0.840	  3.700
595.420	 -0.825	  3.695
595.424	 -0.830	  3.695
595.428	 -0.835	  3.690
595.432	 -0.835	  3.715
595.436	 -0.825	  3.760
595.440	 -0.765	  3.860
595.444	 -0.660	  3.955
595.448	 -0.540	  4.095
595.452	 -0.420	  4.250
595.456	 -0.305	  4.455
595.460	 -0.185	  4.670
595.464	 -0.060	  4.870
595.468	 -0.125	  4.555
595.472	 -0.040	  4.740
595.476	  0.075	  4.910
595.480	  0.145	  5.010
595.484	 -0.030	  4.965
595.488	 -0.315	  4.615
595.492	 -0.610	  4.170
595.496	 -0.890	  3.770
595.500	 -1.200	  3.465
595.504	 -1.295	  3.240
595.508	 -1.330	  3.220
595.512	 -1.285	  3.235
595.516	 -1.210	  3.305
595.520	 -1.115	  3.375
595.524	 -1.015	  3.455
595.528	 -0.945	  3.500
595.532	 -0.915	  3.520
595.536	 -0.905	  3.500
595.540	 -0.915	  3.500
595.544	 -0.915	  3.495
595.548	 -0.920	  3.495
595.552	 -0.925	  3.485
595.556	 -0.920	  3.475
595.560	 -0.920	  3.485
595.564	 -0.920	  3.480
595.568	 -0.920	  3.480
595.572	 -0.915	  3.475
595.576	 -0.920	  3.480
595.580	 -0.925	  3.495
595.584	 -0.910	  3.485
595.588	 -0.920	  3.485
595.592	 -0.920	  3.480
595.596	 -0.920	  3.455
595.600	 -0.925	  3.450
595.604	 -0.935	  3.460
595.608	 -0.925	  3.450
595.612	 -0.930	  3.450
595.616	 -0.920	  3.455
595.620	 -0.925	  3.450
595.624	 -0.925	  3.460
595.628	 -0.925	  3.450
595.632	 -0.930	  3.445
595.636	 -0.925	  3.470
595.640	 -0.925	  3.455
595.644	 -0.930	  3.445
595.648	 -0.930	  3.435
595.652	 -0.940	  3.435
595.656	 -0.945	  3.430
595.660	 -0.935	  3.430
595.664	 -0.960	  3.415
595.668	 -0.965	  3.435
595.672	 -0.960	  3.415
595.676	 -0.960	  3.430
595.680	 -0.960	  3.420
595.684	 -0.965	  3.410
595.688	 -0.960	  3.390
595.692	 -0.970	  3.400
595.696	 -0.960	  3.415
595.700	 -0.955	  3.395
595.704	 -0.960	  3.420
595.708	 -0.955	  3.430
595.712	 -0.945	  3.425
595.716	 -0.960	  3.430
595.720	 -0.940	  3.450
595.724	 -0.945	  3.470
595.728	 -0.930	  3.475
595.732	 -0.910	  3.520
595.736	 -0.880	  3.555
595.740	 -0.870	  3.575
595.744	 -0.840	  3.610
595.748	 -0.825	  3.650
595.752	 -0.800	  3.700
595.756	 -0.770	  3.775
595.760	 -0.740	  3.810
595.764	 -0.705	  3.835
595.768	 -0.695	  3.880
595.772	 -0.680	  3.910
595.776	 -0.665	  3.915
595.780	 -0.650	  3.940
595.784	 -0.640	  3.945
595.788	 -0.640	  3.955
595.792	 -0.645	  3.935
595.796	 -0.655	  3.935
595.800	 -0.655	  3.920
595.804	 -0.670	  3.895
595.808	 -0.695	  3.865
595.812	 -0.700	  3.855
595.816	 -0.715	  3.845
595.820	 -0.740	  3.840
595.824	 -0.740	  3.825
595.828	 -0.750	  3.820
595.832	 -0.765	  3.800
595.836	 -0.775	  3.790
595.840	 -0.775	  3.790
595.844	 -0.780	  3.775
595.848	 -0.780	  3.770
595.852	 -0.785	  3.745
595.856	 -0.800	  3.735
595.860	 -0.800	  3.735
595.864	 -0.800	  3.720
595.868	 -0.800	  3.720
595.872	 -0.800	  3.735
595.876	 -0.800	  3.730
595.880	 -0.810	  3.725
595.884	 -0.805	  3.720
595.888	 -0.805	  3.720
595.892	 -0.815	  3.705
595.896	 -0.825	  3.680
595.900	 -0.825	  3.685
595.904	 -0.835	  3.680
595.908	 -0.835	  3.685
595.912	 -0.830	  3.665
595.916	 -0.830	  3.670
595.920	 -0.830	  3.665
595.924	 -0.845	  3.670
595.928	 -0.845	  3.665
595.932	 -0.845	  3.665
595.936	 -0.850	  3.665
595.940	 -0.840	  3.665
595.944	 -0.840	  3.665
595.948	 -0.845	  3.665
595.952	 -0.850	  3.670
595.956	 -0.860	  3.665
595.960	 -0.850	  3.670
595.964	 -0.845	  3.675
595.968	 -0.845	  3.675
595.972	 -0.845	  3.650
595.976	 -0.860	  3.665
595.980	 -0.850	  3.665
595.984	 -0.865	  3.675
595.988	 -0.845	  3.670
595.992	 -0.850	  3.670
595.996	 -0.860	  3.675
596.000	 -0.850	  3.675
596.004	 -0.845	  3.675
596.008	 -0.850	  3.685
596.012	 -0.845	  3.675
596.016	 -0.855	  3.675
596.020	 -0.845	  3.670
596.024	 -0.850	  3.690
596.028	 -0.840	  3.685
596.032	 -0.855	  3.665
596.036	 -0.845	  3.680
596.040	 -0.845	  3.685
596.044	 -0.840	  3.690
596.048	 -0.850	  3.680
596.052	 -0.845	  3.685
596.056	 -0.850	  3.685
596.060	 -0.845	  3.675
596.064	 -0.845	  3.665
596.068	 -0.850	  3.690
596.072	 -0.850	  3.695
596.076	 -0.850	  3.695
596.080	 -0.845	  3.695
596.084	 -0.840	  3.700
596.088	 -0.845	  3.690
596.092	 -0.860	  3.690
596.096	 -0.845	  3.685
596.100	 -0.850	  3.695
596.104	 -0.855	  3.695
596.108	 -0.855	  3.690
596.112	 -0.845	  3.695
596.116	 -0.850	  3.700
596.120	 -0.840	  3.695
596.124	 -0.850	  3.695
596.128	 -0.840	  3.700
596.132	 -0.845	  3.700
596.136	 -0.840	  3.720
596.140	 -0.835	  3.710
596.144	 -0.840	  3.715
596.148	 -0.840	  3.715
596.152	 -0.840	  3.730
596.156	 -0.825	  3.745
596.160	 -0.810	  3.755
596.164	 -0.795	  3.770
596.168	 -0.795	  3.760
596.172	 -0.795	  3.770
596.176	 -0.805	  3.765
596.180	 -0.800	  3.780
596.184	 -0.795	  3.825
596.188	 -0.775	  3.860
596.192	 -0.750	  3.860
596.196	 -0.755	  3.830
596.200	 -0.770	  3.800
596.204	 -0.795	  3.790
596.208	 -0.800	  3.825
596.212	 -0.800	  3.840
596.216	 -0.785	  3.830
596.220	 -0.800	  3.810
596.224	 -0.815	  3.785
596.228	 -0.825	  3.775
596.232	 -0.810	  3.780
596.236	 -0.800	  3.765
596.240	 -0.820	  3.740
596.244	 -0.835	  3.715
596.248	 -0.835	  3.690
596.252	 -0.860	  3.660
596.256	 -0.865	  3.660
596.260	 -0.865	  3.650
596.264	 -0.865	  3.665
596.268	 -0.870	  3.655
596.272	 -0.870	  3.650
596.276	 -0.875	  3.650
596.280	 -0.870	  3.660
596.284	 -0.875	  3.645
596.288	 -0.875	  3.685
596.292	 -0.870	  3.655
596.296	 -0.875	  3.655
596.300	 -0.870	  3.650
596.304	 -0.860	  3.660
596.308	 -0.860	  3.675
596.312	 -0.845	  3.735
596.316	 -0.785	  3.810
596.320	 -0.710	  3.910
596.324	 -0.585	  4.025
596.328	 -0.480	  4.170
596.332	 -0.355	  4.395
596.336	 -0.215	  4.635
596.340	 -0.110	  4.870
596.344	  0.025	  4.990
596.348	  0.115	  5.055
596.352	  0.175	  5.095
596.356	  0.185	  5.145
596.360	  0.005	  5.070
596.364	 -0.270	  4.685
596.368	 -0.570	  4.240
596.372	 -0.850	  3.800
596.376	 -1.120	  3.505
596.380	 -1.245	  3.310
596.384	 -1.310	  3.230
596.388	 -1.280	  3.215
596.392	 -1.215	  3.280
596.396	 -1.125	  3.350
596.400	 -1.045	  3.435
596.404	 -0.970	  3.460
596.408	 -0.945	  3.480
596.412	 -0.935	  3.475
596.416	 -0.940	  3.460
596.420	 -0.930	  3.460
596.424	 -0.940	  3.455
596.428	 -0.935	  3.475
596.432	 -0.930	  3.480
596.436	 -0.930	  3.470
596.440	 -0.930	  3.475
596.444	 -0.925	  3.480
596.448	 -0.925	  3.460
596.452	 -0.925	  3.450
596.456	 -0.925	  3.470
596.460	 -0.930	  3.445
596.464	 -0.935	  3.480
596.468	 -0.940	  3.450
596.472	 -0.940	  3.450
596.476	 -0.950	  3.450
596.480	 -0.945	  3.445
596.484	 -0.945	  3.440
596.488	 -0.940	  3.450
596.492	 -0.945	  3.445
596.496	 -0.955	  3.435
596.500	 -0.945	  3.435
596.504	 -0.945	  3.440
596.508	 -0.955	  3.430
596.512	 -0.950	  3.435
596.516	 -0.945	  3.430
596.520	 -0.950	  3.420
596.524	 -0.955	  3.435
596.528	 -0.955	  3.430
596.532	 -0.955	  3.410
596.536	 -0.975	  3.405
596.540	 -0.975	  3.405
596.544	 -0.960	  3.390
596.548	 -0.970	  3.405
596.552	 -0.970	  3.405
596.556	 -0.975	  3.410
596.560	 -0.970	  3.400
596.564	 -0.965	  3.400
596.568	 -0.970	  3.405
596.572	 -0.970	  3.400
596.576	 -0.970	  3.390
596.580	 -0.970	  3.400
596.584	 -0.960	  3.410
596.588	 -0.955	  3.415
596.592	 -0.960	  3.435
596.596	 -0.955	  3.450
596.600	 -0.945	  3.450
596.604	 -0.930	  3.485
596.608	 -0.915	  3.520
596.612	 -0.900	  3.560
596.616	 -0.865	  3.590
596.620	 -0.835	  3.625
596.624	 -0.825	  3.660
596.628	 -0.800	  3.695
596.632	 -0.770	  3.740
596.636	 -0.745	  3.800
596.640	 -0.705	  3.855
596.644	 -0.680	  3.875
596.648	 -0.665	  3.910
596.652	 -0.650	  3.930
596.656	 -0.645	  3.955
596.660	 -0.635	  3.955
596.664	 -0.625	  3.850
596.668	 -0.740	  3.840
596.672	 -0.725	  3.900
596.676	 -0.700	  3.895
596.680	 -0.685	  3.890
596.684	 -0.685	  3.880
596.688	 -0.705	  3.865
596.692	 -0.725	  3.865
596.696	 -0.725	  3.860
596.700	 -0.730	  3.845
596.704	 -0.750	  3.820
596.708	 -0.750	  3.810
596.712	 -0.755	  3.805
596.716	 -0.765	  3.795
596.720	 -0.770	  3.785
596.724	 -0.775	  3.775
596.728	 -0.775	  3.770
596.732	 -0.790	  3.775
596.736	 -0.780	  3.750
596.740	 -0.795	  3.745
596.744	 -0.800	  3.740
596.748	 -0.810	  3.730
596.752	 -0.820	  3.715
596.756	 -0.825	  3.715
596.760	 -0.830	  3.720
596.764	 -0.825	  3.710
596.768	 -0.825	  3.715
596.772	 -0.825	  3.715
596.776	 -0.830	  3.695
596.780	 -0.830	  3.700
596.784	 -0.830	  3.695
596.788	 -0.835	  3.695
596.792	 -0.835	  3.685
596.796	 -0.845	  3.685
596.800	 -0.835	  3.680
596.804	 -0.835	  3.685
596.808	 -0.830	  3.685
596.812	 -0.835	  3.675
596.816	 -0.845	  3.665
596.820	 -0.840	  3.675
596.824	 -0.840	  3.675
596.828	 -0.840	  3.670
596.832	 -0.840	  3.660
596.836	 -0.845	  3.660
596.840	 -0.845	  3.660
596.844	 -0.845	  3.665
596.848	 -0.845	  3.655
596.852	 -0.840	  3.675
596.856	 -0.840	  3.675
596.860	 -0.840	  3.685
596.864	 -0.835	  3.700
596.868	 -0.825	  3.695
596.872	 -0.830	  3.695
596.876	 -0.825	  3.695
596.880	 -0.825	  3.680
596.884	 -0.840	  3.690
596.888	 -0.840	  3.685
596.892	 -0.840	  3.690
596.896	 -0.840	  3.670
596.900	 -0.845	  3.685
596.904	 -0.845	  3.680
596.908	 -0.840	  3.685
596.912	 -0.845	  3.675
596.916	 -0.845	  3.675
596.920	 -0.845	  3.665
596.924	 -0.845	  3.675
596.928	 -0.850	  3.685
596.932	 -0.845	  3.695
596.936	 -0.845	  3.690
596.940	 -0.840	  3.700
596.944	 -0.830	  3.690
596.948	 -0.840	  3.695
596.952	 -0.840	  3.695
596.956	 -0.840	  3.705
596.960	 -0.830	  3.695
596.964	 -0.835	  3.700
596.968	 -0.825	  3.700
596.972	 -0.830	  3.700
596.976	 -0.835	  3.700
596.980	 -0.835	  3.705
596.984	 -0.830	  3.710
596.988	 -0.840	  3.700
596.992	 -0.835	  3.705
596.996	 -0.835	  3.700
597.000	 -0.835	  3.700
597.004	 -0.840	  3.695
597.008	 -0.840	  3.700
597.012	 -0.835	  3.700
597.016	 -0.840	  3.705
597.020	 -0.835	  3.705
597.024	 -0.830	  3.715
597.028	 -0.825	  3.710
597.032	 -0.825	  3.730
597.036	 -0.815	  3.740
597.040	 -0.800	  3.750
597.044	 -0.795	  3.750
597.048	 -0.795	  3.760
597.052	 -0.795	  3.755
597.056	 -0.785	  3.765
597.060	 -0.780	  3.800
597.064	 -0.755	  3.825
597.068	 -0.740	  3.845
597.072	 -0.740	  3.845
597.076	 -0.750	  3.825
597.080	 -0.765	  3.810
597.084	 -0.775	  3.825
597.088	 -0.775	  3.845
597.092	 -0.770	  3.850
597.096	 -0.770	  3.835
597.100	 -0.795	  3.805
597.104	 -0.810	  3.775
597.108	 -0.815	  3.780
597.112	 -0.800	  3.775
597.116	 -0.800	  3.760
597.120	 -0.815	  3.735
597.124	 -0.825	  3.720
597.128	 -0.835	  3.690
597.132	 -0.850	  3.680
597.136	 -0.850	  3.670
597.140	 -0.860	  3.670
597.144	 -0.860	  3.665
597.148	 -0.865	  3.670
597.152	 -0.860	  3.670
597.156	 -0.855	  3.665
597.160	 -0.855	  3.680
597.164	 -0.845	  3.675
597.168	 -0.845	  3.670
597.172	 -0.850	  3.665
597.176	 -0.845	  3.670
597.180	 -0.855	  3.675
597.184	 -0.850	  3.685
597.188	 -0.840	  3.720
597.192	 -0.810	  3.790
597.196	 -0.720	  3.880
597.200	 -0.610	  4.005
597.204	 -0.490	  4.165
597.208	 -0.360	  4.330
597.212	 -0.245	  4.565
597.216	 -0.120	  4.775
597.220	  0.000	  4.925
597.224	  0.100	  5.025
597.228	  0.170	  5.100
597.232	  0.215	  5.130
597.236	  0.175	  5.150
597.240	 -0.105	  4.915
597.244	 -0.410	  4.460
597.248	 -0.730	  3.970
597.252	 -1.030	  3.600
597.256	 -1.230	  3.340
597.260	 -1.345	  3.225
597.264	 -1.335	  3.225
597.268	 -1.260	  3.285
597.272	 -1.165	  3.345
597.276	 -1.080	  3.415
597.280	 -0.990	  3.455
597.284	 -0.930	  3.485
597.288	 -0.910	  3.495
597.292	 -0.915	  3.480
597.296	 -0.915	  3.495
597.300	 -0.910	  3.485
597.304	 -0.925	  3.485
597.308	 -0.915	  3.505
597.312	 -0.900	  3.495
597.316	 -0.910	  3.485
597.320	 -0.915	  3.480
597.324	 -0.915	  3.470
597.328	 -0.925	  3.490
597.332	 -0.910	  3.485
597.336	 -0.915	  3.485
597.340	 -0.905	  3.485
597.344	 -0.895	  3.460
597.348	 -0.915	  3.465
597.352	 -0.910	  3.470
597.356	 -0.915	  3.470
597.360	 -0.915	  3.460
597.364	 -0.925	  3.475
597.368	 -0.925	  3.460
597.372	 -0.930	  3.460
597.376	 -0.925	  3.460
597.380	 -0.925	  3.460
597.384	 -0.925	  3.455
597.388	 -0.930	  3.440
597.392	 -0.930	  3.435
597.396	 -0.940	  3.440
597.400	 -0.930	  3.430
597.404	 -0.940	  3.415
597.408	 -0.940	  3.415
597.412	 -0.945	  3.420
597.416	 -0.945	  3.415
597.420	 -0.945	  3.410
597.424	 -0.945	  3.430
597.428	 -0.955	  3.420
597.432	 -0.945	  3.420
597.436	 -0.945	  3.410
597.440	 -0.965	  3.410
597.444	 -0.960	  3.390
597.448	 -0.970	  3.390
597.452	 -0.970	  3.410
597.456	 -0.960	  3.410
597.460	 -0.955	  3.410
597.464	 -0.950	  3.415
597.468	 -0.955	  3.425
597.472	 -0.945	  3.435
597.476	 -0.935	  3.450
597.480	 -0.925	  3.480
597.484	 -0.915	  3.505
597.488	 -0.900	  3.520
597.492	 -0.875	  3.560
597.496	 -0.855	  3.595
597.500	 -0.835	  3.615
597.504	 -0.820	  3.660
597.508	 -0.790	  3.705
597.512	 -0.755	  3.745
597.516	 -0.730	  3.810
597.520	 -0.700	  3.850
597.524	 -0.680	  3.885
597.528	 -0.655	  3.920
597.532	 -0.645	  3.940
597.536	 -0.640	  3.935
597.540	 -0.635	  3.950
597.544	 -0.635	  3.960
597.548	 -0.635	  3.950
597.552	 -0.640	  3.935
597.556	 -0.645	  3.930
597.560	 -0.655	  3.915
597.564	 -0.675	  3.890
597.568	 -0.685	  3.865
597.572	 -0.695	  3.845
597.576	 -0.720	  3.830
597.580	 -0.730	  3.820
597.584	 -0.740	  3.825
597.588	 -0.740	  3.815
597.592	 -0.745	  3.805
597.596	 -0.765	  3.785
597.600	 -0.775	  3.785
597.604	 -0.775	  3.780
597.608	 -0.780	  3.775
597.612	 -0.775	  3.770
597.616	 -0.780	  3.760
597.620	 -0.780	  3.760
597.624	 -0.780	  3.750
597.628	 -0.795	  3.740
597.632	 -0.790	  3.740
597.636	 -0.795	  3.740
597.640	 -0.795	  3.730
597.644	 -0.795	  3.735
597.648	 -0.800	  3.720
597.652	 -0.800	  3.715
597.656	 -0.800	  3.700
597.660	 -0.800	  3.710
597.664	 -0.800	  3.710
597.668	 -0.810	  3.710
597.672	 -0.810	  3.700
597.676	 -0.815	  3.700
597.680	 -0.820	  3.695
597.684	 -0.825	  3.670
597.688	 -0.830	  3.680
597.692	 -0.835	  3.695
597.696	 -0.830	  3.685
597.700	 -0.835	  3.695
597.704	 -0.830	  3.695
597.708	 -0.825	  3.690
597.712	 -0.825	  3.700
597.716	 -0.815	  3.700
597.720	 -0.825	  3.695
597.724	 -0.825	  3.695
597.728	 -0.830	  3.685
597.732	 -0.825	  3.685
597.736	 -0.835	  3.685
597.740	 -0.825	  3.675
597.744	 -0.830	  3.680
597.748	 -0.815	  3.695
597.752	 -0.825	  3.695
597.756	 -0.825	  3.695
597.760	 -0.825	  3.695
597.764	 -0.825	  3.695
597.768	 -0.825	  3.695
597.772	 -0.825	  3.695
597.776	 -0.825	  3.700
597.780	 -0.825	  3.695
597.784	 -0.815	  3.710
597.788	 -0.825	  3.715
597.792	 -0.815	  3.715
597.796	 -0.820	  3.710
597.800	 -0.825	  3.695
597.804	 -0.825	  3.700
597.808	 -0.820	  3.705
597.812	 -0.815	  3.720
597.816	 -0.815	  3.710
597.820	 -0.815	  3.715
597.824	 -0.815	  3.705
597.828	 -0.810	  3.705
597.832	 -0.815	  3.710
597.836	 -0.815	  3.700
597.840	 -0.815	  3.715
597.844	 -0.815	  3.715
597.848	 -0.825	  3.720
597.852	 -0.815	  3.725
597.856	 -0.815	  3.720
597.860	 -0.825	  3.665
597.864	 -0.895	  3.700
597.868	 -0.860	  3.700
597.872	 -0.855	  3.700
597.876	 -0.840	  3.715
597.880	 -0.835	  3.715
597.884	 -0.830	  3.715
597.888	 -0.825	  3.715
597.892	 -0.825	  3.720
597.896	 -0.815	  3.715
597.900	 -0.820	  3.735
597.904	 -0.815	  3.720
597.908	 -0.825	  3.730
597.912	 -0.810	  3.755
597.916	 -0.785	  3.775
597.920	 -0.775	  3.780
597.924	 -0.770	  3.785
597.928	 -0.770	  3.790
597.932	 -0.780	  3.785
597.936	 -0.780	  3.815
597.940	 -0.765	  3.845
597.944	 -0.740	  3.875
597.948	 -0.720	  3.865
597.952	 -0.740	  3.825
597.956	 -0.755	  3.815
597.960	 -0.775	  3.825
597.964	 -0.780	  3.870
597.968	 -0.765	  3.870
597.972	 -0.755	  3.845
597.976	 -0.780	  3.825
597.980	 -0.795	  3.820
597.984	 -0.790	  3.805
597.988	 -0.790	  3.785
597.992	 -0.795	  3.780
597.996	 -0.800	  3.755
598.000	 -0.810	  3.720
598.004	 -0.825	  3.715
598.008	 -0.840	  3.695
598.012	 -0.845	  3.695
598.016	 -0.845	  3.695
598.020	 -0.845	  3.690
598.024	 -0.850	  3.690
598.028	 -0.845	  3.695
598.032	 -0.840	  3.695
598.036	 -0.845	  3.695
598.040	 -0.850	  3.700
598.044	 -0.840	  3.690
598.048	 -0.845	  3.680
598.052	 -0.835	  3.695
598.056	 -0.835	  3.695
598.060	 -0.835	  3.695
598.064	 -0.835	  3.725
598.068	 -0.805	  3.790
598.072	 -0.740	  3.880
598.076	 -0.635	  3.975
598.080	 -0.525	  4.125
598.084	 -0.400	  4.305
598.088	 -0.270	  4.530
598.092	 -0.140	  4.765
598.096	 -0.005	  4.920
598.100	  0.090	  5.035
